iterations,fitness,time
0,2013.21174865,6.89370000018e-05
10,2056.52905622,0.000128667000006
20,2433.99662174,0.000187032000007
30,2603.53801212,0.000253380000011
40,2694.64549381,0.000300803000009
50,2751.4329782,0.000346276000009
60,2788.53969096,0.000369608000007
70,2837.43423357,0.00039278500001
80,2837.43423357,0.000422560000011
90,2837.43423357,0.000442422000013
100,2837.43423357,0.000482591000008
110,2837.43423357,0.000507982000009
120,2837.43423357,0.000524514000013
130,2837.43423357,0.000534389000016
140,2837.43423357,0.000544433000016
150,2837.43423357,0.000554183000013
160,2837.43423357,0.000566181000011
170,2837.43423357,0.00057669600001
180,2837.43423357,0.000586364000014
190,2837.43423357,0.000596147000017
200,2837.43423357,0.000605784000015
210,2837.43423357,0.000615379000017
220,2873.7292228,0.00062512100002
230,2873.7292228,0.000634880000014
240,2873.7292228,0.000644670000014
250,2873.7292228,0.000667753000016
260,2873.7292228,0.000678315000016
270,2873.7292228,0.000689036000011
280,2873.7292228,0.000848836000017
290,2873.7292228,0.000862196000014
300,2873.7292228,0.000870934000012
310,2873.7292228,0.000885417000006
320,2873.7292228,0.000893759000007
330,2873.7292228,0.000901842000005
340,2873.7292228,0.000910189999999
350,2873.7292228,0.000918290999998
360,2873.7292228,0.000926345000003
370,2896.88587173,0.000934612000002
380,2896.88587173,0.000980219000006
390,2896.88587173,0.00101223200001
400,2896.88587173,0.001030568
410,2896.88587173,0.001039668
420,2896.88587173,0.00107728900001
430,2896.88587173,0.001107041
440,2896.88587173,0.001123767
450,2896.88587173,0.001146398
460,2896.88587173,0.00115201800001
470,2896.88587173,0.00115737100001
480,2896.88587173,0.00116262400002
490,2896.88587173,0.00116782600001
500,2896.88587173,0.00117303300001
510,2896.88587173,0.00118078600001
520,2896.88587173,0.00118601700001
530,2896.88587173,0.00119133600001
540,2896.88587173,0.00119709900002
550,2896.88587173,0.00120241700002
560,2896.88587173,0.00120770200002
570,2896.88587173,0.00121314100002
580,2896.88587173,0.00121846900002
590,2896.88587173,0.00122367600002
600,2896.88587173,0.00122904400002
610,2896.88587173,0.00123427000003
620,2896.88587173,0.00123947800002
630,2896.88587173,0.00124466900002
640,2896.88587173,0.00124993900003
650,2896.88587173,0.00125651600003
660,2896.88587173,0.00126232300002
670,2896.88587173,0.00126846200002
680,2896.88587173,0.00127381300002
690,2896.88587173,0.00127890000002
700,2896.88587173,0.00128785000003
710,2896.88587173,0.00129557600003
720,2896.88587173,0.00133253100002
730,2896.88587173,0.00133875500003
740,2896.88587173,0.00134421200003
750,2896.88587173,0.00134978300002
760,2896.88587173,0.00135577900002
770,2896.88587173,0.00136203400002
780,2896.88587173,0.00136798200003
790,2896.88587173,0.00137329200003
800,2896.88587173,0.00137864100002
810,2896.88587173,0.00138381900003
820,2896.88587173,0.00138895600003
830,2896.88587173,0.00139411800003
840,2896.88587173,0.00139912900003
850,2896.88587173,0.00140421800003
860,2896.88587173,0.00140938700002
870,2896.88587173,0.00141461900003
880,2896.88587173,0.00142096600003
890,2896.88587173,0.00142655300003
900,2896.88587173,0.00143207200003
910,2896.88587173,0.00143741600003
920,2896.88587173,0.00144629300003
930,2896.88587173,0.00145154700002
940,2896.88587173,0.00145684000002
950,2896.88587173,0.00147203600002
960,2896.88587173,0.00147546200003
970,2896.88587173,0.00147865200003
980,2896.88587173,0.00148351100003
990,2896.88587173,0.00151212300003
1000,2896.88587173,0.00151649900003
1010,2896.88587173,0.00152049000003
1020,2896.88587173,0.00152399800003
1030,2896.88587173,0.00152845000003
1040,2896.88587173,0.00153245900002
1050,2896.88587173,0.00153606800002
1060,2896.88587173,0.00153947800002
1070,2896.88587173,0.00154368600002
1080,2896.88587173,0.00154869200001
1090,2896.88587173,0.00155245800001
1100,2896.88587173,0.00155595500001
1110,2896.88587173,0.00155933500001
1120,2896.88587173,0.00156282500001
1130,2896.88587173,0.00156742100002
1140,2896.88587173,0.00157115500002
1150,2896.88587173,0.00157467700002
1160,2896.88587173,0.00157788300002
1170,2896.88587173,0.00158107200002
1180,2896.88587173,0.00158436700002
1190,2896.88587173,0.00158892000002
1200,2896.88587173,0.00159266700002
1210,2896.88587173,0.00159615400002
1220,2896.88587173,0.00160041300002
1230,2896.88587173,0.00160442100002
1240,2896.88587173,0.00160846500002
1250,2896.88587173,0.00161231600002
