iterations,fitness,time
0,1791.98968307,6.59999999897e-06
10,1789.28044768,1.20440000018e-05
20,2007.73546365,1.73299999986e-05
30,2243.10862568,4.75209999991e-05
40,2567.96071576,5.44740000024e-05
50,2812.10996996,6.04170000003e-05
60,2894.27640052,6.79269999964e-05
70,2901.08866314,7.58440000013e-05
80,2901.08866314,8.44920000063e-05
90,2949.98320575,9.2211000009e-05
100,2949.98320575,0.000100435000007
110,2949.98320575,0.000110217000014
120,2949.98320575,0.000119048000016
130,2949.98320575,0.000127122000016
140,2949.98320575,0.000158051000014
150,2949.98320575,0.000166392000011
160,2949.98320575,0.000174004000009
170,2949.98320575,0.000183110000009
180,2949.98320575,0.000191650000012
190,2949.98320575,0.000203675000009
200,2949.98320575,0.000211865000011
210,2949.98320575,0.000219842000007
220,2949.98320575,0.000227457000008
230,2949.98320575,0.000235088000011
240,2949.98320575,0.000244860000009
250,2949.98320575,0.000252671000005
260,2949.98320575,0.000260143000006
270,2949.98320575,0.000267508
280,2949.98320575,0.000274621999999
290,2949.98320575,0.000281820999994
300,2949.98320575,0.000288382999997
310,2949.98320575,0.000297852000003
320,2949.98320575,0.000305673000007
330,2949.98320575,0.00031374200001
340,2949.98320575,0.000321733000014
350,2949.98320575,0.00032927300002
360,2949.98320575,0.000338987000013
370,2949.98320575,0.000345694000011
380,2949.98320575,0.000368953000013
390,2949.98320575,0.000392610000013
400,2949.98320575,0.000398185000016
410,2949.98320575,0.000403235000014
420,2949.98320575,0.00040893100001
430,2949.98320575,0.000414401000015
440,2949.98320575,0.000419921000017
450,2949.98320575,0.000425384000017
460,2949.98320575,0.000431335000023
470,2949.98320575,0.000436758000021
480,2949.98320575,0.000445198000023
490,2949.98320575,0.000486067000018
500,2949.98320575,0.000492805000015
510,2949.98320575,0.000498748000012
520,2949.98320575,0.000506566000013
530,2949.98320575,0.000518871000011
540,2949.98320575,0.000525368000012
550,2949.98320575,0.000531531000014
560,2949.98320575,0.000537388000012
570,2949.98320575,0.000542847000013
580,2949.98320575,0.000548363000014
590,2949.98320575,0.000553778000018
600,2949.98320575,0.000558926000018
610,2949.98320575,0.000564373000024
620,2949.98320575,0.000569828000025
630,2949.98320575,0.000574934000021
640,2949.98320575,0.000580193000019
650,2949.98320575,0.000585587000018
660,2949.98320575,0.000591009000019
670,2949.98320575,0.000596668000014
680,2949.98320575,0.000602095000012
690,2949.98320575,0.000607601000013
700,2949.98320575,0.000612921000013
710,2949.98320575,0.000618204000013
720,2949.98320575,0.000623041000011
730,2949.98320575,0.000628414000012
740,2949.98320575,0.000633779000012
750,2949.98320575,0.000638697000014
760,2949.98320575,0.000644217000016
770,2949.98320575,0.000649337000013
780,2949.98320575,0.000655239000011
790,2949.98320575,0.000660097000015
800,2949.98320575,0.000665710000021
810,2949.98320575,0.000671361000023
820,2949.98320575,0.000677235000026
830,2949.98320575,0.000682730000023
840,2949.98320575,0.000687645000028
850,2949.98320575,0.00069300100003
860,2949.98320575,0.000698080000035
870,2949.98320575,0.000703459000036
880,2949.98320575,0.000708583000034
890,2949.98320575,0.000713471000033
900,2949.98320575,0.000719314000037
910,2949.98320575,0.000724870000035
920,2949.98320575,0.000729995000036
930,2949.98320575,0.000735648000031
940,2949.98320575,0.000740576000034
950,2949.98320575,0.000746166000035
960,2949.98320575,0.000751341000033
970,2949.98320575,0.000756968000033
980,2949.98320575,0.00076251200003
990,2949.98320575,0.000768131000029
1000,2949.98320575,0.000773978000026
1010,2949.98320575,0.000779589000032
1020,2949.98320575,0.000793746000028
1030,2949.98320575,0.000800114000029
1040,2949.98320575,0.000807456000032
1050,2949.98320575,0.000813544000032
1060,2949.98320575,0.000820232000031
1070,2949.98320575,0.000826884000034
1080,2949.98320575,0.00083315100003
1090,2949.98320575,0.000839167000031
1100,2949.98320575,0.000845524000034
1110,2949.98320575,0.000852100000039
1120,2949.98320575,0.000858045000044
1130,2949.98320575,0.000864410000041
1140,2949.98320575,0.00087113900004
1150,2949.98320575,0.000877814000042
1160,2949.98320575,0.000884464000045
1170,2949.98320575,0.000890477000041
1180,2949.98320575,0.000896674000039
1190,2949.98320575,0.000902228000037
1200,2949.98320575,0.000908138000042
1210,2949.98320575,0.000914632000047
1220,2949.98320575,0.00092445600005
1230,2949.98320575,0.000933360000055
1240,2949.98320575,0.000944610000055
1250,2949.98320575,0.00095575900005
1260,2949.98320575,0.00096537700005
1270,2949.98320575,0.000975917000055
1280,2949.98320575,0.000986317000056
1290,2949.98320575,0.000994536000057
1300,2949.98320575,0.00100269400006
1310,2949.98320575,0.00101159300006
1320,2949.98320575,0.00102292600005
1330,2949.98320575,0.00103185300005
1340,2949.98320575,0.00104071200006
1350,2949.98320575,0.00105036300005
1360,2949.98320575,0.00105999000006
1370,2949.98320575,0.00106889800006
1380,2949.98320575,0.00108002100006
1390,2949.98320575,0.00108960100006
1400,2949.98320575,0.00109799300006
1410,2949.98320575,0.00110844100006
1420,2949.98320575,0.00111734600006
1430,2949.98320575,0.00112707700006
1440,2949.98320575,0.00113598800007
1450,2949.98320575,0.00114710100006
1460,2949.98320575,0.00115691100007
1470,2949.98320575,0.00117157600007
1480,2949.98320575,0.00118545900006
1490,2949.98320575,0.00119389100006
1500,2949.98320575,0.00121135100007
1510,2949.98320575,0.00122215900006
1520,2949.98320575,0.00123244800006
1530,2949.98320575,0.00124241400006
1540,2949.98320575,0.00125210900006
1550,2949.98320575,0.00126241900006
1560,2949.98320575,0.00127230000007
1570,2949.98320575,0.00128347300007
1580,2949.98320575,0.00129337000008
1590,2949.98320575,0.00130238500007
1600,2949.98320575,0.00131208400007
1610,2949.98320575,0.00132165700007
1620,2949.98320575,0.00132846400007
1630,2949.98320575,0.00133814300007
1640,2949.98320575,0.00134703400007
1650,2949.98320575,0.00135738000007
1660,2949.98320575,0.00136636300007
1670,2949.98320575,0.00137526400007
1680,2949.98320575,0.00138492100007
1690,2949.98320575,0.00139470300007
1700,2949.98320575,0.00140291500007
1710,2949.98320575,0.00141333900007
1720,2949.98320575,0.00142375700008
1730,2949.98320575,0.00143345300008
1740,2949.98320575,0.00144227900008
1750,2949.98320575,0.00145279400008
1760,2949.98320575,0.00146094500008
1770,2949.98320575,0.00147210400009
1780,2949.98320575,0.00148330300009
1790,2949.98320575,0.0014936470001
1800,2949.98320575,0.0015038960001
1810,2949.98320575,0.00151132600009
1820,2949.98320575,0.0015216780001
1830,2949.98320575,0.0015306530001
1840,2949.98320575,0.0015388510001
1850,2949.98320575,0.0015491620001
1860,2949.98320575,0.0015588240001
1870,2949.98320575,0.0016009160001
1880,2949.98320575,0.0016098880001
1890,2949.98320575,0.0016186750001
1900,2949.98320575,0.00162909600009
1910,2949.98320575,0.00163870800009
1920,2949.98320575,0.00164896300009
1930,2949.98320575,0.0016593420001
1940,2949.98320575,0.0016717470001
1950,2949.98320575,0.0016798510001
1960,2949.98320575,0.0016887790001
1970,2949.98320575,0.0016975990001
1980,2949.98320575,0.0017080050001
1990,2949.98320575,0.0017168770001
2000,2949.98320575,0.00172579400009
2010,2949.98320575,0.00173616500009
2020,2949.98320575,0.00174718700009
2030,2949.98320575,0.00175446600009
2040,2949.98320575,0.00176237500008
2050,2949.98320575,0.00177109200008
2060,2949.98320575,0.00177923000009
2070,2949.98320575,0.00181398300009
2080,2949.98320575,0.00182347600009
2090,2949.98320575,0.00183253900009
2100,2949.98320575,0.0018421800001
2110,2949.98320575,0.00185252600009
2120,2949.98320575,0.00186211100009
2130,2949.98320575,0.00187099300009
2140,2949.98320575,0.00187987600009
2150,2949.98320575,0.00189013100009
2160,2949.98320575,0.00190039800009
2170,2949.98320575,0.00191076300009
2180,2949.98320575,0.00192078500009
2190,2949.98320575,0.00193071200009
2200,2949.98320575,0.00194203000009
2210,2949.98320575,0.00195184900009
2220,2949.98320575,0.00196104100009
