iterations,fitness,time,fevals
0,0.0195969477118,1.226731461
10,0.0196684736549,2.44757835
20,0.0204822263659,3.670853278
30,0.0200287351512,4.880529746
40,0.0190782996634,6.10864265
50,0.0203276724255,7.66835855
60,0.0208261235401,8.919630752
70,0.0193842840855,10.144251396
80,0.0203541800441,11.37062452
90,0.021010889339,12.624991583
100,0.0210517108035,13.879575893
110,0.0193549184538,15.094875116
120,0.0207586542459,16.312577904
130,0.0207032295155,17.548160857
140,0.0197960327126,18.791262412
150,0.0190982505455,20.009633041
160,0.0207553098912,21.241149788
170,0.0208733210118,22.475547242
180,0.0203293088036,23.739234542
190,0.0200306553442,25.002916508
200,0.020485080829,26.238337019
210,0.0194038565102,27.485090803
220,0.0201409774836,28.714093657
230,0.0200440992348,29.95065257
240,0.0192836863817,31.227656186
250,0.0185043556999,32.475422057
260,0.0203049634925,33.725393901
270,0.0207275320168,35.245173291
280,0.0199046496279,36.478449131
290,0.0211987749127,37.739989165
300,0.0191307011911,38.995959072
310,0.0193314014752,40.229959969
320,0.0202346992516,41.476097556
330,0.020227788318,42.710725023
340,0.020429200615,43.942543323
350,0.0196120653131,45.163795834
360,0.0200598947114,46.408979813
370,0.0181568883438,47.633228097
380,0.0185600460315,48.868986126
390,0.0199978232413,50.128582303
400,0.0211117548696,51.369405604
410,0.0198267231965,52.604389129
420,0.0200088567468,53.864097063
430,0.0209168833452,55.105422927
440,0.0200828653295,56.352084604
450,0.0205629342641,57.577950246
460,0.0197505079753,58.837822262
470,0.0205517145022,60.052514156
480,0.0203788529913,61.298861671
490,0.0201070863874,62.539566793
500,0.0206388586952,63.778999378
510,0.0204706945068,65.003801227
520,0.0208104298096,66.232360719
530,0.0191659268127,67.512263523
540,0.0193818398061,68.750040782
550,0.0208979116853,69.983567723
560,0.0192153837924,71.237621763
570,0.0185503674419,72.486997205
580,0.0205328619567,73.741294945
590,0.0194281172374,74.979231422
600,0.0201803882867,76.220041834
610,0.0204858202539,77.459768957
620,0.0193510043041,78.699219392
630,0.0198493911749,79.933660087
640,0.0208856723288,81.155104904
650,0.0187597834409,82.388090983
660,0.0194745051781,83.632444292
670,0.0197302678898,84.873704338
680,0.0187574362125,86.110004603
690,0.0194619573912,87.330928837
700,0.0199672961873,88.567881754
710,0.020490424852,89.794620198
720,0.0185809577848,91.038026492
730,0.0197114690191,92.281239371
740,0.020088233994,93.514975555
750,0.0212657486065,94.733071504
760,0.0197171103439,96.018721142
770,0.0196061410482,97.257786156
780,0.0207309866334,98.467879196
790,0.0197016043958,99.783259463
800,0.0204706278641,101.020106563
810,0.0184906240652,102.243925182
820,0.0195676791199,103.49654478
830,0.0196339400448,104.724738756
840,0.0207363632907,105.952782127
850,0.0185915081505,107.200945557
860,0.0192496508086,108.420055552
870,0.0199288607642,109.636177418
880,0.0202826515276,110.888074061
890,0.0199459149732,112.115640648
900,0.0195390423886,113.340151005
910,0.0195814100173,114.598386162
920,0.0189628914932,115.839635145
930,0.0196896929734,117.089411366
940,0.0207419244321,118.348156966
950,0.0207085242801,119.570825784
960,0.0216338987624,120.821310138
970,0.0206800266606,122.043747084
980,0.0195621568536,123.309875516
990,0.0194843394009,124.526359365
1000,0.0193127863884,125.719964074
1010,0.0207825398507,126.935287661
1020,0.0198707668274,128.186131882
1030,0.0211570659604,129.432048011
1040,0.0191207026693,130.671730141
1050,0.0204690797955,131.908322145
1060,0.019919604907,133.147875243
1070,0.0198211785522,134.398227744
1080,0.0193731516631,135.696116439
1090,0.0187529246899,136.93637392
1100,0.0202423950647,138.155966428
1110,0.0205068104333,139.372592278
1120,0.0203728873489,140.607679972
1130,0.0205426099819,141.820386631
1140,0.0201908525637,143.045622446
1150,0.0193533407492,144.294867157
1160,0.021126398686,145.54668076
1170,0.0203052100909,146.764177777
1180,0.0199086073588,147.997512538
1190,0.020710310585,149.261580989
1200,0.0203511405528,150.48119157
1210,0.0188761416836,151.719152316
1220,0.0200889500613,152.955786488
1230,0.020962791104,154.192471135
1240,0.0211837385864,155.454699657
1250,0.0202653508903,156.718476827
1260,0.0197684709151,157.951877223
1270,0.019955943757,159.212527524
1280,0.0193586219323,160.451663365
1290,0.0191053958134,161.692974161
1300,0.0209837012797,162.920243955
1310,0.0204728333343,164.146900325
1320,0.0205386201238,165.397537738
1330,0.0201377487172,166.641022328
1340,0.018826498296,167.8731382
1350,0.0206692377159,169.110455858
1360,0.0210203494696,170.346081137
1370,0.0192076123808,171.592719516
1380,0.0198071686569,172.843299766
1390,0.0204460277905,174.085586827
1400,0.019966372917,175.314665698
1410,0.0197212059844,176.538340116
1420,0.0195158559944,177.769175318
1430,0.0205996645292,178.989222078
1440,0.0198921379478,180.248703058
