iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.239286942445,0.237217880794,0.224333333333,0.22460658083,0.0108743770002
10,0.230274664479,0.229065784222,0.225,0.22460658083,0.124466052001
20,0.231130129893,0.229661897797,0.225,0.22460658083,0.240205001001
30,0.230921701011,0.229634748151,0.225,0.22460658083,0.357733087001
40,0.224365235067,0.223285299073,0.225,0.22460658083,0.467277243002
50,0.235576847296,0.234890477674,0.225,0.22460658083,0.581457091001
60,0.235483975884,0.234890478695,0.225333333333,0.22460658083,0.694729923001
70,0.235483975884,0.234890478695,0.225333333333,0.22460658083,0.809379534
80,0.235050138381,0.234608485931,0.225333333333,0.22460658083,0.924440185
90,0.234727066787,0.234275925744,0.225333333333,0.22460658083,1.038643551
100,0.197370332491,0.196475854648,0.226666666667,0.226037195994,1.15466001
110,0.195639520212,0.194643302234,0.226666666667,0.226037195994,1.269827496
120,0.195495150537,0.194489111597,0.226333333333,0.226037195994,1.38443077
130,0.193843091726,0.193531421576,0.226666666667,0.226037195994,1.504787321
140,0.193658007043,0.193328913505,0.226666666667,0.226037195994,1.619684426
150,0.187893787632,0.18768097079,0.252666666667,0.243204577969,1.739409962
160,0.184264088943,0.184448083405,0.254333333333,0.244635193133,1.857887012
170,0.184107148495,0.184448083405,0.255,0.244635193133,1.977045734
180,0.168998020267,0.169480989145,0.282333333333,0.263233190272,2.096717301
190,0.160270116318,0.159430700713,0.376333333333,0.361945636624,2.210250394
200,0.123097769184,0.1210614737,0.449333333333,0.473533619456,2.325175996
210,0.120777272571,0.119580082881,0.479333333333,0.487839771102,2.43474514
220,0.120491670886,0.119807445024,0.482666666667,0.489270386266,2.5482387
230,0.118802808626,0.117872794434,0.494666666667,0.499284692418,2.663703136
240,0.118674760406,0.118000185888,0.496666666667,0.505007153076,2.781563561
250,0.118468150197,0.117789756821,0.496666666667,0.505007153076,2.901676362
260,0.117270637402,0.115760306869,0.511333333333,0.520743919886,3.016859861
270,0.116498673847,0.113959090038,0.514,0.523605150215,3.134465508
280,0.106728902492,0.10430516831,0.766666666667,0.766809728183,3.252849688
290,0.10672005505,0.104341811644,0.766666666667,0.766809728183,3.370424318
300,0.125707622654,0.123919856764,0.495,0.507868383405,3.48468926
310,0.106799172972,0.105674544174,0.768333333333,0.766809728183,3.600702028
320,0.097137557059,0.0959437434014,0.771,0.773962804006,3.714468014
330,0.0970503347183,0.0960066312321,0.771,0.773962804006,3.829644702
340,0.0969348360325,0.0955624467988,0.771,0.773962804006,3.943900383
350,0.0910329958049,0.0897835440752,0.775666666667,0.776824034335,4.056347721
360,0.0908363578512,0.089518047794,0.775666666667,0.776824034335,4.173115756
