iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.112116682112,0.112005674622,0.675,0.67095851216,0.0107651409999
10,0.114672001721,0.115023193463,0.667,0.662374821173,0.130458763
20,0.114676451949,0.114578259366,0.666333333333,0.663805436338,0.252918749
30,0.114427967137,0.114977824228,0.665666666667,0.655221745351,0.373968083002
40,0.112380873535,0.113286757119,0.675333333333,0.666666666667,0.489221813003
50,0.112637634178,0.113521194915,0.673,0.663805436338,0.602032018002
60,0.111927088138,0.113160774219,0.687,0.668097281831,0.714680725003
70,0.111792212916,0.112989518829,0.687666666667,0.67095851216,0.827269830003
80,0.110734581496,0.111875731915,0.7,0.682403433476,0.942617688003
90,0.110302402116,0.11133521409,0.703666666667,0.690987124464,1.065465145
100,0.110363934872,0.111363571881,0.703666666667,0.690987124464,1.173879174
110,0.106475662541,0.107168791352,0.75,0.748211731044,1.288267817
120,0.106222377901,0.10689006991,0.753333333333,0.751072961373,1.40363035
130,0.103227070824,0.103506562617,0.767,0.765379113019,1.518772948
140,0.102834775922,0.102897864463,0.769,0.768240343348,1.637270352
150,0.0984069392443,0.0982812717708,0.770333333333,0.769670958512,1.760248586
160,0.100490273174,0.100209667338,0.770333333333,0.769670958512,1.884297588
170,0.0982606418086,0.0978528650019,0.771666666667,0.769670958512,1.996571563
180,0.0978261751773,0.097497546446,0.773,0.772532188841,2.108799807
190,0.0936295518335,0.0930814790625,0.775,0.77539341917,2.230170935
200,0.0935581899841,0.0925391294634,0.775,0.77539341917,2.357276881
210,0.093537170869,0.092509505127,0.775,0.77539341917,2.479868417
220,0.0868931713919,0.0858813779968,0.775666666667,0.77539341917,2.59200421
230,0.0868739042551,0.0858813779968,0.775666666667,0.77539341917,2.704581392
240,0.0866844159961,0.0855232022853,0.775666666667,0.77539341917,2.82313123601
250,0.0866810730926,0.0855232022853,0.775666666667,0.77539341917,2.94135083001
260,0.0866962103681,0.0855232022853,0.775666666667,0.77539341917,3.053946532
270,0.0865540298604,0.0852443166405,0.775666666667,0.77539341917,3.164392475
280,0.0864200594003,0.085360653857,0.775666666667,0.77539341917,3.276808547
290,0.0864200594003,0.085360653857,0.775666666667,0.77539341917,3.39109802
300,0.0863680464034,0.0853201010157,0.775666666667,0.77539341917,3.504503666
310,0.0863577631977,0.0852908548424,0.775666666667,0.77539341917,3.61869416801
320,0.0862356301034,0.0851840481666,0.775666666667,0.77539341917,3.730684881
330,0.0861529070117,0.0851608522617,0.775666666667,0.77539341917,3.84048485201
340,0.0858879888314,0.0844989425278,0.775666666667,0.77539341917,3.94975138
350,0.0858745667737,0.0844759628769,0.775666666667,0.77539341917,4.064083412
360,0.0858580585673,0.0845000264636,0.775666666667,0.77539341917,4.181557113
370,0.0857917099712,0.0845466918011,0.775666666667,0.77539341917,4.302823182
380,0.0857917098975,0.0845466918011,0.775666666667,0.77539341917,4.43630511601
390,0.084792109925,0.0836592373987,0.775666666667,0.77539341917,4.55847416701
400,0.0847952079135,0.083751305613,0.775666666667,0.77539341917,4.67188388601
410,0.084759637036,0.0836259663899,0.775666666667,0.77539341917,4.79727996401
420,0.084759637036,0.0836259663899,0.775666666667,0.77539341917,4.91511333701
430,0.084731496482,0.0836130024955,0.775666666667,0.77539341917,5.02799541201
440,0.084707808854,0.0836005101835,0.775666666667,0.77539341917,5.14202384001
450,0.0846959710993,0.083614746282,0.775666666667,0.77539341917,5.25145732501
460,0.0846910093031,0.083614746273,0.775666666667,0.77539341917,5.36121398901
470,0.0846841998653,0.0836664946674,0.775666666667,0.77539341917,5.47857579801
480,0.0846841998653,0.0836664946674,0.775666666667,0.77539341917,5.59937886801
490,0.0846125594276,0.0834692690254,0.775666666667,0.77539341917,5.71718874201
500,0.0845966633369,0.0834880021891,0.775666666667,0.77539341917,5.83573517301
510,0.0845930272738,0.0835648652954,0.775666666667,0.77539341917,5.95297803101
520,0.0845341476405,0.0831074761122,0.775666666667,0.77539341917,6.07365854601
530,0.0845487400477,0.0830901593959,0.775666666667,0.77539341917,6.19505768701
540,0.0844939815621,0.0831265533614,0.775666666667,0.77539341917,6.30868118701
550,0.0844939815621,0.0831265533614,0.775666666667,0.77539341917,6.42687443201
560,0.0844532581216,0.0831803165612,0.775666666667,0.77539341917,6.54026258901
570,0.0844463156196,0.0831731930334,0.775666666667,0.77539341917,6.65855084701
580,0.0844341605458,0.0831731968845,0.775666666667,0.77539341917,6.78153426301
590,0.0844169229839,0.083155696309,0.775666666667,0.77539341917,6.89699490901
600,0.0844169229839,0.0831648677756,0.775666666667,0.77539341917,7.01087958001
610,0.0843888916333,0.0831379686782,0.775666666667,0.77539341917,7.12471804301
620,0.0843819421092,0.0832073768053,0.775666666667,0.77539341917,7.23861966101
630,0.084377911016,0.0832273834664,0.775666666667,0.77539341917,7.35028862801
640,0.0843633167302,0.0832313458888,0.775666666667,0.77539341917,7.46468285901
650,0.0843581032254,0.0832280729024,0.775666666667,0.77539341917,7.57858368101
660,0.0843581032254,0.0832280729024,0.775666666667,0.77539341917,7.69272574101
670,0.0861976394496,0.0852424187383,0.775666666667,0.77539341917,7.80832252901
680,0.0843581032254,0.0832280729024,0.775666666667,0.77539341917,7.92112049801
690,0.0843865605651,0.0830700547422,0.775666666667,0.77539341917,8.03509653201
700,0.0843432485273,0.0832250721761,0.775666666667,0.77539341917,8.14962100101
710,0.0842791444081,0.0833026832922,0.775666666667,0.77539341917,8.26946437701
720,0.0841441643022,0.0831287659806,0.775666666667,0.77539341917,8.38872682101
730,0.0840270788431,0.0831097559031,0.775666666667,0.77539341917,8.50715460501
740,0.0840225190821,0.083106698347,0.775666666667,0.77539341917,8.62292963301
750,0.0840225190821,0.083106698347,0.775666666667,0.77539341917,8.73431425401
760,0.0840225190821,0.083106698347,0.775666666667,0.77539341917,8.85977910401
770,0.0840225190821,0.083106698347,0.775666666667,0.77539341917,8.97898891301
780,0.0840265605557,0.0831151000271,0.775666666667,0.77539341917,9.09765687001
790,0.0840221428726,0.0831066983433,0.775666666667,0.77539341917,9.21736447401
800,0.0840221428726,0.0830871634682,0.775666666667,0.77539341917,9.33568557501
810,0.0840221428726,0.0830871634682,0.775666666667,0.77539341917,9.45820359001
820,0.0842799270391,0.0835454094026,0.775666666667,0.77539341917,9.57590642601
830,0.084004631392,0.0831131093506,0.775666666667,0.77539341917,9.69596237301
840,0.0840019084345,0.0831131093424,0.775666666667,0.77539341917,9.81510078201
850,0.0839932498477,0.0831192915659,0.775666666667,0.77539341917,9.92935620501
860,0.0839931334624,0.0831192915659,0.775666666667,0.77539341917,10.046581329
870,0.083983460989,0.0831129122212,0.775666666667,0.77539341917,10.166259527
880,0.0839811750348,0.0831148150703,0.775666666667,0.77539341917,10.284099557
890,0.0840090572132,0.0830686351216,0.775666666667,0.77539341917,10.402552032
900,0.0839584037188,0.0831130955849,0.775666666667,0.77539341917,10.516995848
910,0.0839584037191,0.0831130955849,0.775666666667,0.77539341917,10.629500703
920,0.0839525548817,0.0831090203522,0.775666666667,0.77539341917,10.749183381
930,0.0839517174526,0.0831773157923,0.775666666667,0.77539341917,10.863636435
940,0.0838961677882,0.0830319835941,0.775666666667,0.77539341917,10.976919549
950,0.0838978728589,0.0830594831728,0.775666666667,0.77539341917,11.091057374
960,0.0845622864034,0.0837936612601,0.775666666667,0.77539341917,11.20527294
970,0.0838960053839,0.0830342698289,0.775666666667,0.77539341917,11.323393382
980,0.0842345615746,0.0830789078034,0.775666666667,0.77539341917,11.446003897
990,0.0838959087092,0.0830339758808,0.775666666667,0.77539341917,11.559855476
1000,0.0838727648821,0.0830339758808,0.775666666667,0.77539341917,11.673879163
1010,0.0839633024715,0.0830453440275,0.775666666667,0.77539341917,11.797577775
1020,0.0838382172536,0.0830850378786,0.775666666667,0.77539341917,11.917316034
1030,0.0838382143189,0.0830850378786,0.775666666667,0.77539341917,12.036685255
1040,0.0838346024311,0.0831808267562,0.775666666667,0.77539341917,12.152582181
1050,0.0838280637922,0.0831779227176,0.775666666667,0.77539341917,12.271582008
1060,0.0838228676055,0.0829323823029,0.775666666667,0.77539341917,12.387046963
1070,0.0838083883951,0.0829318262081,0.775666666667,0.77539341917,12.499720602
1080,0.0838734437822,0.0830126068595,0.775666666667,0.77539341917,12.612121057
1090,0.0838760058763,0.0831217389965,0.775666666667,0.77539341917,12.724836181
1100,0.083798629778,0.0830173499219,0.775666666667,0.77539341917,12.845517705
1110,0.0839700279211,0.083322125621,0.775666666667,0.77539341917,12.963466478
1120,0.0837886640583,0.0830076196181,0.775666666667,0.77539341917,13.081055802
1130,0.0837835859054,0.0830945822126,0.775666666667,0.77539341917,13.192550754
1140,0.0837822533451,0.0830945822134,0.775666666667,0.77539341917,13.309134384
1150,0.0837703040905,0.0831170798739,0.775666666667,0.77539341917,13.422473098
1160,0.0837700136925,0.0831170798739,0.775666666667,0.77539341917,13.539524927
1170,0.0837700136925,0.0831170798739,0.775666666667,0.77539341917,13.648116108
1180,0.0838536791092,0.0832878851559,0.776,0.77539341917,13.763587243
1190,0.0851535031688,0.0847275851189,0.775666666667,0.77539341917,13.873358711
1200,0.0837224160046,0.0831802258337,0.775666666667,0.77539341917,13.986923962
1210,0.0837306780453,0.0831802258337,0.775666666667,0.77539341917,14.097660387
1220,0.0836987105971,0.0832498066067,0.776,0.77539341917,14.212638908
1230,0.0836974567136,0.0832498075933,0.776,0.77539341917,14.329778381
1240,0.0836913790578,0.0831890634591,0.776,0.77539341917,14.444369489
