iterations,fitness,time,fevals
0,21.0,0.077727356
10,34.0,0.142363253
20,33.0,0.199205271
30,42.0,0.245953909
40,36.0,0.293981906
50,31.0,0.338616383
60,31.0,0.383165081
70,31.0,0.42727656
80,31.0,0.502349615
90,36.0,0.561610408
100,33.0,0.604095943
110,31.0,0.650948316
120,31.0,0.696373439
130,34.0,0.753161769
140,31.0,0.812256667
150,31.0,0.859987387
160,31.0,0.910742737
170,32.0,0.955225053
180,34.0,1.011244067
190,31.0,1.058426175
200,34.0,1.10472586
210,31.0,1.149960236
220,34.0,1.193051168
230,31.0,1.239366551
240,31.0,1.283658389
250,34.0,1.329563224
260,31.0,1.37428185
270,31.0,1.418527087
280,31.0,1.463699788
290,34.0,1.563701978
300,32.0,1.619453361
310,32.0,1.66308371
320,32.0,1.707295241
330,31.0,1.749465367
340,31.0,1.793163269
350,31.0,1.836560324
360,31.0,1.8794301
370,34.0,1.923959166
380,33.0,1.969290973
390,35.0,2.013098665
400,35.0,2.057924175
410,34.0,2.106597718
420,36.0,2.151767473
430,34.0,2.195599544
440,34.0,2.237649999
450,34.0,2.283136724
460,34.0,2.333312858
470,34.0,2.376297186
480,36.0,2.419460526
490,37.0,2.463348553
500,35.0,2.513826881
510,36.0,2.558662568
520,36.0,2.605586051
530,33.0,2.669139842
540,35.0,2.734633557
550,34.0,2.780096289
560,36.0,2.824577027
570,34.0,2.874486209
580,34.0,2.920343187
590,34.0,2.963608651
600,35.0,3.006307044
610,35.0,3.053979049
620,34.0,3.100299511
630,34.0,3.143885688
640,35.0,3.186554876
650,34.0,3.232961276
660,33.0,3.277520116
670,34.0,3.320537339
680,34.0,3.362912492
690,34.0,3.409516472
700,35.0,3.453244941
710,34.0,3.496058409
720,34.0,3.543504311
730,36.0,3.58928389
740,34.0,3.637985261
750,35.0,3.703237437
760,34.0,3.761213419
770,34.0,3.804179052
780,34.0,3.851422898
790,35.0,3.901746392
800,34.0,3.948974034
810,36.0,3.993255809
820,34.0,4.035850532
830,34.0,4.080395173
840,34.0,4.126628819
850,34.0,4.171617764
860,35.0,4.213219512
870,34.0,4.259810594
880,34.0,4.305145774
890,34.0,4.348013458
900,35.0,4.392324275
910,34.0,4.438099719
920,35.0,4.486010478
930,35.0,4.528541397
940,35.0,4.571694241
950,35.0,4.618337445
960,36.0,4.665722394
970,36.0,4.734349584
980,36.0,4.800089773
990,36.0,4.845640503
1000,36.0,4.891124716
1010,36.0,4.936148262
1020,38.0,4.981122816
1030,37.0,5.026263401
1040,38.0,5.068139272
1050,38.0,5.111751872
1060,40.0,5.158025571
1070,39.0,5.206425389
1080,39.0,5.251988123
1090,39.0,5.294654062
1100,38.0,5.339337597
1110,39.0,5.383267948
1120,39.0,5.427402728
1130,39.0,5.473446124
1140,39.0,5.515720925
1150,40.0,5.562553585
1160,39.0,5.604526407
1170,38.0,5.649094347
1180,39.0,5.695378054
1190,39.0,5.741532642
1200,38.0,5.806269148
1210,39.0,5.870633294
1220,39.0,5.914258928
1230,38.0,5.958844519
1240,38.0,5.999557758
1250,39.0,6.044546163
1260,38.0,6.087567326
1270,41.0,6.130024276
1280,40.0,6.175925715
1290,40.0,6.22507515
1300,41.0,6.270661033
1310,42.0,6.322437801
1320,44.0,6.371138655
1330,44.0,6.420308638
1340,42.0,6.467760593
1350,44.0,6.515561112
1360,44.0,6.562553893
1370,43.0,6.60792643
1380,45.0,6.654251496
1390,44.0,6.703699254
1400,45.0,6.749135643
1410,44.0,6.808084711
1420,45.0,6.859772212
1430,50.0,6.905508953
1440,47.0,6.951845732
1450,45.0,6.994720315
1460,47.0,7.050265576
1470,45.0,7.094001372
1480,48.0,7.141607559
1490,47.0,7.18477248
1500,46.0,7.229518065
1510,46.0,7.276183771
1520,45.0,7.327360739
1530,45.0,7.406141176
1540,45.0,7.455856565
1550,45.0,7.516610729
1560,47.0,7.593289407
1570,47.0,7.648368445
1580,46.0,7.737919766
1590,45.0,7.874483672
1600,48.0,7.967215476
1610,46.0,8.043293684
1620,47.0,8.113712777
1630,48.0,8.214404598
1640,46.0,8.278334991
1650,53.0,8.337601145
1660,47.0,8.39419929
1670,45.0,8.469819451
1680,46.0,8.52560067
1690,45.0,8.593450746
1700,46.0,8.697224571
1710,45.0,8.766585859
1720,47.0,8.848557936
1730,48.0,8.938119078
1740,45.0,9.063462892
1750,48.0,9.121700749
1760,46.0,9.205683731
1770,47.0,9.286841678
1780,48.0,9.405936234
1790,45.0,9.491437942
1800,46.0,9.566426339
1810,52.0,9.655130818
1820,46.0,9.733103897
1830,52.0,9.824486101
1840,45.0,9.895137051
1850,47.0,9.966316094
1860,49.0,10.040494618
1870,47.0,10.095577723
1880,46.0,10.233836113
1890,45.0,10.286010523
1900,45.0,10.347465529
1910,57.0,10.417042599
1920,45.0,10.483273915
1930,47.0,10.549605047
1940,47.0,10.613265206
1950,47.0,10.692737975
1960,48.0,10.750787987
1970,46.0,10.803038406
1980,45.0,10.861001609
1990,48.0,10.926049556
2000,48.0,10.977027789
2010,46.0,11.041775408
2020,45.0,11.106094035
2030,46.0,11.156935249
2040,45.0,11.259850529
2050,48.0,11.34547145
2060,48.0,11.404180589
2070,46.0,11.465918257
2080,47.0,11.524605404
2090,47.0,11.590003089
2100,48.0,11.649669298
2110,48.0,11.723062187
2120,45.0,11.778549548
2130,48.0,11.857688424
2140,46.0,11.918048374
2150,45.0,11.977729512
2160,47.0,12.039471152
2170,46.0,12.100311806
2180,47.0,12.175816
2190,48.0,12.236680458
2200,46.0,12.303292083
2210,45.0,12.405993842
2220,47.0,12.466293812
2230,47.0,12.528436542
2240,48.0,12.592257039
2250,45.0,12.651633574
2260,47.0,12.712822036
2270,46.0,12.775535316
2280,48.0,12.841944417
2290,47.0,12.905058524
2300,53.0,12.964796017
2310,48.0,13.037069618
2320,50.0,13.088646741
2330,56.0,13.151635171
2340,53.0,13.204912026
2350,60.0,13.274573111
2360,60.0,13.332189943
2370,59.0,13.394861599
2380,51.0,13.494082848
2390,56.0,13.555363567
2400,52.0,13.620306903
2410,53.0,13.676549365
2420,61.0,13.737355595
2430,49.0,13.799770546
2440,52.0,13.865503055
2450,52.0,13.944974885
2460,56.0,14.006189046
2470,56.0,14.06482333
2480,61.0,14.125757947
2490,56.0,14.203481414
2500,53.0,14.260584166
2510,61.0,14.313826886
2520,55.0,14.378325389
2530,55.0,14.444304503
2540,52.0,14.497150416
2550,54.0,14.563148252
2560,53.0,14.647988064
2570,54.0,14.715684375
2580,56.0,14.772289736
2590,52.0,14.830865644
2600,56.0,14.887334129
2610,52.0,14.947117461
2620,54.0,15.007982708
2630,54.0,15.058187667
2640,56.0,15.114368096
2650,52.0,15.173571582
2660,52.0,15.241324532
2670,56.0,15.298431923
2680,54.0,15.350335517
2690,54.0,15.409321206
2700,52.0,15.465149287
2710,52.0,15.526680174
2720,52.0,15.588020102
2730,60.0,15.646124316
2740,57.0,15.7333099
2750,52.0,15.794365305
2760,52.0,15.853993518
2770,53.0,15.902915524
2780,56.0,15.967678557
2790,56.0,16.023628759
2800,53.0,16.094333522
2810,59.0,16.153163551
2820,56.0,16.213567991
2830,53.0,16.271240899
2840,56.0,16.328475747
2850,56.0,16.391938918
2860,52.0,16.458933773
2870,56.0,16.52227488
2880,56.0,16.578568697
2890,54.0,16.638713298
2900,56.0,16.703281351
2910,56.0,16.768395769
2920,52.0,16.84691777
2930,52.0,16.915489499
2940,56.0,16.968947744
2950,56.0,17.031752324
2960,54.0,17.081946595
2970,56.0,17.140712665
2980,56.0,17.204555498
2990,56.0,17.260881738
3000,57.0,17.328980174
3010,54.0,17.375937437
3020,54.0,17.434841837
3030,59.0,17.495120437
3040,62.0,17.55975795
3050,56.0,17.636454126
3060,57.0,17.692483184
3070,55.0,17.747767425
3080,57.0,17.804701817
3090,56.0,17.875371868
3100,56.0,17.947652534
3110,57.0,18.024029809
3120,53.0,18.085889586
3130,54.0,18.135366254
3140,54.0,18.194083193
3150,54.0,18.264414631
3160,54.0,18.316846234
3170,54.0,18.37170748
3180,54.0,18.431154162
3190,56.0,18.491856328
3200,54.0,18.550488439
3210,56.0,18.61632939
3220,54.0,18.669840562
3230,54.0,18.741982478
3240,54.0,18.804177078
3250,56.0,18.864754262
3260,56.0,18.94100055
3270,54.0,19.045203597
3280,56.0,19.10882769
3290,54.0,19.169468779
3300,54.0,19.229617584
3310,56.0,19.288032867
3320,57.0,19.343214934
3330,54.0,19.41037324
3340,54.0,19.479295517
3350,56.0,19.548574472
3360,52.0,19.614580408
3370,52.0,19.683815937
3380,52.0,19.741940633
3390,52.0,19.800468065
3400,52.0,19.852225005
3410,52.0,19.91006818
3420,57.0,19.98045195
3430,56.0,20.039270172
3440,56.0,20.153844253
3450,56.0,20.200513827
3460,52.0,20.255852796
3470,52.0,20.320310764
3480,52.0,20.372581152
3490,52.0,20.435636831
3500,54.0,20.487582143
3510,52.0,20.549901372
3520,52.0,20.610467674
3530,52.0,20.663803916
3540,56.0,20.722432952
3550,56.0,20.777441608
3560,60.0,20.837602652
3570,55.0,20.892552822
3580,60.0,20.952254789
3590,57.0,21.000775758
3600,56.0,21.062219138
3610,56.0,21.132148124
3620,54.0,21.222790115
3630,57.0,21.286617252
3640,54.0,21.361332055
3650,52.0,21.425816217
3660,52.0,21.486566747
3670,53.0,21.544247843
3680,54.0,21.595914377
3690,52.0,21.662258575
3700,55.0,21.734724203
3710,54.0,21.788848445
3720,54.0,21.844749255
3730,53.0,21.901210936
3740,56.0,21.968736334
3750,54.0,22.027918728
3760,52.0,22.100562555
3770,56.0,22.178384956
3780,52.0,22.25363607
3790,56.0,22.31601038
3800,53.0,22.3920416
3810,55.0,22.47211146
3820,56.0,22.538362241
3830,56.0,22.599905386
3840,56.0,22.657056917
3850,54.0,22.714004924
3860,56.0,22.769315936
3870,56.0,22.821773484
3880,57.0,22.88048776
3890,54.0,22.9500431
3900,53.0,23.010687479
3910,57.0,23.062707062
3920,54.0,23.130336603
3930,56.0,23.197147344
3940,52.0,23.274642351
3950,52.0,23.351543409
3960,54.0,23.414758508
3970,56.0,23.481278017
3980,52.0,23.540485531
3990,54.0,23.59862119
4000,52.0,23.65787365
4010,53.0,23.719950406
4020,56.0,23.827106632
4030,53.0,23.924328752
4040,56.0,23.983836602
4050,52.0,24.046467494
4060,52.0,24.109876784
4070,54.0,24.164755555
4080,53.0,24.224060563
4090,56.0,24.283165852
4100,56.0,24.340959883
